Commodity,Year,Attribute,Value,Notes
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Other frozen fruit-Plums and prunes-Pounds,0.028671342,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Other frozen fruit-Plums and prunes-Pounds,0.033410568,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Other frozen fruit-Plums and prunes-Pounds,0.034210256,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Other frozen fruit-Plums and prunes-Pounds,0.028410959,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Other frozen fruit-Plums and prunes-Pounds,0.027059876,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Other frozen fruit-Plums and prunes-Pounds,0.019288137,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Other frozen fruit-Plums and prunes-Pounds,0.014843768,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Other frozen fruit-Plums and prunes-Pounds,0.027264446,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Other frozen fruit-Plums and prunes-Pounds,0.031608161,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Other frozen fruit-Plums and prunes-Pounds,0.021551012,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Other frozen fruit-Plums and prunes-Pounds,0.027951488,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Other frozen fruit-Plums and prunes-Pounds,0.01259032,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Other frozen fruit-Plums and prunes-Pounds,0.016974969,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Other frozen fruit-Plums and prunes-Pounds,0.021277666,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Other frozen fruit-Plums and prunes-Pounds,0.018632792,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Other frozen fruit-Plums and prunes-Pounds,0.002915932,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Other frozen fruit-Plums and prunes-Pounds,0.008668645,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Other frozen fruit-Plums and prunes-Pounds,0.003339506,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Other frozen fruit-Plums and prunes-Pounds,0.004717509,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Other frozen fruit-Plums and prunes-Pounds,0.004189465,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Other frozen fruit-Plums and prunes-Pounds,0.005645208,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Other frozen fruit-Plums and prunes-Pounds,0.003944593,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Other frozen fruit-Plums and prunes-Pounds,0.005290014,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Other frozen fruit-Plums and prunes-Pounds,0.004612747,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Other frozen fruit-Plums and prunes-Pounds,0.007596332,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Other frozen fruit-Plums and prunes-Pounds,0.003411429,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Other frozen fruit-Plums and prunes-Pounds,0.006487297,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Other frozen fruit-Plums and prunes-Pounds,0.004165775,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Other frozen fruit-Plums and prunes-Pounds,0.005561839,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Other frozen fruit-Plums and prunes-Pounds,0.005707496,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Other frozen fruit-Plums and prunes-Pounds,0.002785097,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Other frozen fruit-Plums and prunes-Pounds,0.007027586,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Other frozen fruit-Plums and prunes-Pounds,0.005464467,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Other frozen fruit-Plums and prunes-Pounds,0.002844562,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Other frozen fruit-Plums and prunes-Pounds,0.01408916,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Other frozen fruit-Plums and prunes-Pounds,0.004317494,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Other frozen fruit-Plums and prunes-Pounds,0.007305369,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Other frozen fruit-Plums and prunes-Pounds,0.005089393,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Other frozen fruit-Plums and prunes-Pounds,0.00294675,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Other frozen fruit-Plums and prunes-Pounds,0.003600814,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Other frozen fruit-Plums and prunes-Pounds,0.00351182,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Other frozen fruit-Plums and prunes-Pounds,0.004693217,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Other frozen fruit-Plums and prunes-Pounds,0.002455733,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Other frozen fruit-Plums and prunes-Pounds,0.001875522,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Total frozen fruit -Pounds,3.876882449,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Total frozen fruit -Pounds,3.974949557,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Total frozen fruit -Pounds,3.959544727,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Total frozen fruit -Pounds,4.050478271,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Total frozen fruit -Pounds,3.255521992,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Total frozen fruit -Pounds,3.042561802,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Total frozen fruit -Pounds,3.37646387,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Total frozen fruit -Pounds,3.316695953,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Total frozen fruit -Pounds,3.724468405,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Total frozen fruit -Pounds,3.064025238,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Total frozen fruit -Pounds,3.313820468,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Total frozen fruit -Pounds,3.029952341,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Total frozen fruit -Pounds,3.275652661,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Total frozen fruit -Pounds,3.27365115,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Total frozen fruit -Pounds,3.416409955,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Total frozen fruit -Pounds,3.495801833,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Total frozen fruit -Pounds,4.049818872,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Total frozen fruit -Pounds,4.15007764,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Total frozen fruit -Pounds,4.105531127,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Total frozen fruit -Pounds,4.607815934,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Total frozen fruit -Pounds,4.307719202,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Total frozen fruit -Pounds,4.271731495,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Total frozen fruit -Pounds,4.262459148,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Total frozen fruit -Pounds,4.324085508,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Total frozen fruit -Pounds,4.492393141,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Total frozen fruit -Pounds,4.743122175,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Total frozen fruit -Pounds,4.354313801,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Total frozen fruit -Pounds,4.380561293,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Total frozen fruit -Pounds,4.481408233,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Total frozen fruit -Pounds,4.167332262,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Total frozen fruit -Pounds,4.472361216,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Total frozen fruit -Pounds,4.906187661,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Total frozen fruit -Pounds,4.066562646,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Total frozen fruit -Pounds,5.055179606,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Total frozen fruit -Pounds,4.338815947,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Total frozen fruit -Pounds,5.186282802,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Total frozen fruit -Pounds,5.042732265,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Total frozen fruit -Pounds,5.271558682,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Total frozen fruit -Pounds,4.907263071,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Total frozen fruit -Pounds,4.878835254,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Total frozen fruit -Pounds,5.103359991,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Total frozen fruit -Pounds,4.720701286,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Total frozen fruit -Pounds,4.572185267,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Total frozen fruit -Pounds,4.820697369,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Total frozen fruit -Pounds,5.568360373,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Total frozen fruit -Pounds,5.618860809,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Total frozen fruit -Pounds,5.002653227,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Total frozen fruit -Pounds,4.744997772,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Total frozen fruit -Pounds,4.923709065,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Total frozen fruit -Pounds,5.061111603,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Total frozen fruit -Pounds,5.030847227,Computed from unrounded data.
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Total frozen fruit -Pounds,4.979201922,Computed from unrounded data.
